Processing file: SRR5723802_colostrum_cutadapter_finalcontigs.fa
>k141_2935 flag=1 multi=4.0000 len=819
>k141_872 flag=1 multi=2.0000 len=357
>k141_2936 flag=1 multi=2.0000 len=343
>k141_2937 flag=1 multi=2.0000 len=420
>k141_1837 flag=1 multi=4.0000 len=1314
>k141_2938 flag=1 multi=4.0000 len=382
>k141_873 flag=1 multi=3.0000 len=858
>k141_2939 flag=1 multi=2.0000 len=368
>k141_874 flag=1 multi=2.0000 len=794
>k141_875 flag=1 multi=2.0000 len=320
>k141_1838 flag=1 multi=4.0000 len=1582
>k141_1839 flag=1 multi=2.0000 len=317
>k141_2940 flag=1 multi=2.0000 len=1365
>k141_876 flag=1 multi=5.0000 len=596
>k141_1018 flag=1 multi=3.0000 len=481
>k141_1019 flag=1 multi=2.0000 len=316
>k141_877 flag=1 multi=3.0000 len=637
>k141_2941 flag=1 multi=2.0000 len=686
>k141_1020 flag=1 multi=1.0000 len=546
>k141_878 flag=1 multi=3.0000 len=428
>k141_1022 flag=1 multi=3.0000 len=353
>k141_1023 flag=0 multi=1.0000 len=416
>k141_2942 flag=1 multi=1.0000 len=1126
>k141_1024 flag=1 multi=1.0000 len=310
>k141_879 flag=1 multi=4.0000 len=902
>k141_1025 flag=1 multi=1.0000 len=501
>k141_4028 flag=0 multi=1.0000 len=523
>k141_1027 flag=0 multi=1.0000 len=224
>k141_4029 flag=0 multi=1.0000 len=340
>k141_1028 flag=1 multi=1.0000 len=444
>k141_4030 flag=1 multi=1.0000 len=481
>k141_1029 flag=0 multi=1.0000 len=350
>k141_4031 flag=1 multi=1.0000 len=394
>k141_1030 flag=1 multi=1.0000 len=854
>k141_1031 flag=1 multi=3.0000 len=456
>k141_4032 flag=1 multi=4.0000 len=1043
>k141_1032 flag=1 multi=3.0000 len=337
>k141_1033 flag=1 multi=2.0000 len=403
>k141_2943 flag=1 multi=4.0000 len=2920
>k141_2944 flag=1 multi=3.0000 len=404
>k141_2945 flag=1 multi=2.0000 len=348
>k141_4033 flag=1 multi=4.0000 len=1645
>k141_1034 flag=1 multi=3.0000 len=1439
>k141_2946 flag=1 multi=3.0000 len=827
>k141_1035 flag=0 multi=1.0000 len=335
>k141_4034 flag=1 multi=2.0000 len=695
>k141_2947 flag=1 multi=4.0000 len=585
>k141_1036 flag=1 multi=3.0000 len=789
>k141_4035 flag=1 multi=5.0000 len=801
>k141_1037 flag=0 multi=1.0000 len=371
>k141_4036 flag=1 multi=3.0000 len=806
>k141_1038 flag=1 multi=4.0000 len=695
>k141_1039 flag=1 multi=3.0000 len=425
>k141_380 flag=1 multi=3.0000 len=1251
>k141_381 flag=1 multi=3.0000 len=395
>k141_2948 flag=1 multi=3.0000 len=2282
>k141_382 flag=1 multi=2.0000 len=568
>k141_4037 flag=1 multi=6.0000 len=1573
>k141_2240 flag=1 multi=3.0000 len=1400
>k141_2241 flag=1 multi=1.0000 len=325
>k141_2242 flag=1 multi=3.0000 len=369
>k141_2949 flag=1 multi=3.0000 len=1482
>k141_2950 flag=1 multi=2.0000 len=623
>k141_2951 flag=1 multi=2.0000 len=382
>k141_2952 flag=1 multi=2.0000 len=319
>k141_2243 flag=1 multi=3.0000 len=1924
>k141_2953 flag=1 multi=3.0000 len=876
>k141_2244 flag=1 multi=3.0000 len=699
>k141_2245 flag=1 multi=2.0000 len=684
>k141_2246 flag=1 multi=2.0000 len=424
>k141_2954 flag=1 multi=3.0000 len=1394
>k141_2247 flag=1 multi=3.0000 len=604
>k141_2955 flag=1 multi=4.0000 len=1269
>k141_880 flag=1 multi=3.0000 len=653
>k141_2248 flag=1 multi=4.0000 len=1340
>k141_881 flag=1 multi=3.0000 len=433
>k141_2249 flag=1 multi=2.0000 len=437
>k141_882 flag=1 multi=3.0000 len=462
>k141_2250 flag=1 multi=2.0000 len=318
>k141_2251 flag=1 multi=3.0000 len=338
>k141_2252 flag=1 multi=4.0000 len=604
>k141_883 flag=1 multi=4.0000 len=977
>k141_2253 flag=1 multi=3.0000 len=500
>k141_884 flag=1 multi=3.0000 len=630
>k141_2254 flag=1 multi=4.0000 len=434
>k141_885 flag=1 multi=4.0000 len=721
>k141_2255 flag=1 multi=3.0000 len=703
>k141_2256 flag=1 multi=2.0000 len=402
>k141_886 flag=1 multi=3.0000 len=642
>k141_5055 flag=1 multi=8.0000 len=9687
>k141_2200 flag=1 multi=1.0000 len=930
>k141_2257 flag=1 multi=1.0000 len=529
>k141_2201 flag=1 multi=3.0000 len=408
>k141_887 flag=1 multi=4.0000 len=865
>k141_2258 flag=1 multi=4.0000 len=669
>k141_2202 flag=1 multi=2.0000 len=567
>k141_2259 flag=1 multi=1.0000 len=312
>k141_2203 flag=0 multi=1.9176 len=408
>k141_2260 flag=1 multi=2.0000 len=393
>k141_2261 flag=1 multi=3.0000 len=523
>k141_2204 flag=1 multi=3.0000 len=692
>k141_888 flag=1 multi=4.0000 len=1306
>k141_2205 flag=1 multi=4.0000 len=412
>k141_2206 flag=1 multi=2.0000 len=479
>k141_889 flag=1 multi=4.0000 len=555
>k141_2207 flag=1 multi=2.0000 len=640
>k141_2208 flag=1 multi=2.0000 len=421
>k141_890 flag=1 multi=3.0000 len=1134
>k141_891 flag=1 multi=2.0000 len=305
>k141_892 flag=1 multi=4.0000 len=688
>k141_893 flag=1 multi=3.0000 len=817
>k141_2262 flag=1 multi=4.0000 len=3566
>k141_2263 flag=1 multi=3.0000 len=490
>k141_2264 flag=1 multi=2.0000 len=328
>k141_894 flag=1 multi=5.0000 len=1153
>k141_2265 flag=1 multi=4.0000 len=642
>k141_895 flag=1 multi=2.0000 len=576
>k141_2266 flag=1 multi=3.0000 len=379
>k141_896 flag=1 multi=2.0000 len=612
>k141_2267 flag=1 multi=5.0000 len=594
>k141_897 flag=1 multi=3.0000 len=576
>k141_2209 flag=1 multi=5.0000 len=4563
>k141_898 flag=0 multi=1.0000 len=533
>k141_2268 flag=1 multi=3.0000 len=938
>k141_2210 flag=1 multi=3.0000 len=542
>k141_899 flag=1 multi=1.0000 len=560
>k141_900 flag=1 multi=3.0000 len=535
>k141_2269 flag=1 multi=4.0000 len=1013
>k141_2270 flag=1 multi=3.0000 len=1164
>k141_901 flag=1 multi=4.0000 len=1499
>k141_2271 flag=1 multi=2.0000 len=363
>k141_902 flag=0 multi=1.0000 len=324
>k141_903 flag=1 multi=2.0000 len=400
>k141_3160 flag=1 multi=3.0000 len=536
>k141_3920 flag=1 multi=3.0000 len=612
>k141_3921 flag=1 multi=3.0000 len=379
>k141_3161 flag=1 multi=3.0000 len=449
>k141_2211 flag=1 multi=4.0000 len=3171
>k141_3162 flag=1 multi=4.0000 len=658
>k141_2212 flag=1 multi=5.0000 len=556
>k141_3163 flag=1 multi=2.0000 len=438
>k141_2213 flag=1 multi=2.0000 len=364
>k141_3164 flag=1 multi=4.0000 len=417
>k141_3165 flag=1 multi=4.0000 len=930
>k141_3166 flag=1 multi=2.0000 len=331
>k141_2214 flag=1 multi=4.0000 len=1426
>k141_3167 flag=1 multi=3.0000 len=484
>k141_2358 flag=0 multi=9.0000 len=6992
>k141_3168 flag=1 multi=1.0000 len=559
>k141_2215 flag=1 multi=2.0000 len=853
>k141_3169 flag=1 multi=3.0000 len=1125
>k141_3170 flag=1 multi=4.0000 len=712
>k141_3171 flag=1 multi=3.0000 len=354
>k141_3172 flag=1 multi=1.0000 len=624
>k141_3173 flag=1 multi=3.0000 len=594
>k141_3174 flag=1 multi=1.0000 len=383
>k141_3175 flag=1 multi=5.0000 len=494
>k141_2216 flag=1 multi=5.0000 len=3539
>k141_2217 flag=1 multi=2.0000 len=365
>k141_3176 flag=1 multi=1.0000 len=472
>k141_3177 flag=1 multi=2.0000 len=604
>k141_2359 flag=1 multi=5.0000 len=4909
>k141_4120 flag=1 multi=3.0000 len=531
>k141_3178 flag=1 multi=4.0000 len=448
>k141_2218 flag=1 multi=3.0000 len=1102
>k141_3179 flag=1 multi=1.0000 len=490
>k141_4121 flag=1 multi=3.0000 len=556
>k141_2219 flag=1 multi=2.0000 len=546
>k141_2220 flag=1 multi=1.0000 len=484
>k141_4122 flag=1 multi=2.0000 len=610
>k141_3180 flag=1 multi=3.0000 len=660
>k141_4123 flag=1 multi=3.0000 len=315
>k141_3181 flag=1 multi=5.0000 len=387
>k141_2221 flag=1 multi=3.0000 len=650
>k141_4124 flag=1 multi=2.0000 len=553
>k141_3182 flag=1 multi=2.0000 len=545
>k141_4125 flag=1 multi=3.0000 len=641
>k141_2222 flag=1 multi=3.0000 len=995
>k141_3183 flag=1 multi=3.0000 len=761
>k141_4126 flag=1 multi=2.0000 len=484
>k141_4127 flag=1 multi=3.0000 len=668
>k141_4128 flag=1 multi=1.0000 len=1405
>k141_3184 flag=1 multi=4.0000 len=2240
>k141_4129 flag=1 multi=2.0000 len=350
>k141_3185 flag=1 multi=3.0000 len=404
>k141_3186 flag=1 multi=3.0000 len=667
>k141_4130 flag=1 multi=2.0000 len=1305
>k141_320 flag=1 multi=2.0000 len=366
>k141_5056 flag=1 multi=3.0000 len=442
>k141_321 flag=1 multi=2.0000 len=390
>k141_4131 flag=1 multi=1.0000 len=630
>k141_5057 flag=1 multi=2.0000 len=447
>k141_4132 flag=1 multi=4.0000 len=680
>k141_322 flag=1 multi=4.0000 len=879
>k141_5058 flag=1 multi=1.0000 len=786
>k141_4133 flag=1 multi=3.0000 len=335
>k141_323 flag=1 multi=1.0000 len=306
>k141_5059 flag=1 multi=1.0000 len=649
>k141_4134 flag=0 multi=1.0000 len=861
>k141_5060 flag=1 multi=2.0000 len=477
>k141_4135 flag=1 multi=3.0000 len=506
>k141_324 flag=1 multi=3.0000 len=1459
>k141_5061 flag=1 multi=4.0000 len=889
>k141_325 flag=1 multi=2.0000 len=445
>k141_4136 flag=1 multi=3.0000 len=1237
>k141_326 flag=1 multi=4.0000 len=737
>k141_327 flag=1 multi=2.0000 len=376
>k141_5062 flag=1 multi=3.0000 len=1665
>k141_328 flag=1 multi=3.0000 len=829
>k141_5063 flag=1 multi=4.0000 len=367
>k141_4137 flag=1 multi=4.0000 len=1364
>k141_5064 flag=1 multi=5.0000 len=1667
>k141_329 flag=1 multi=4.0000 len=1715
>k141_330 flag=1 multi=2.0000 len=321
>k141_4138 flag=1 multi=2.0000 len=1738
>k141_5065 flag=1 multi=2.0000 len=383
>k141_331 flag=1 multi=3.0000 len=404
>k141_5066 flag=1 multi=3.0000 len=951
>k141_332 flag=1 multi=3.0000 len=735
>k141_5067 flag=1 multi=4.0000 len=530
>k141_4139 flag=1 multi=2.0000 len=1458
>k141_400 flag=1 multi=3.0000 len=403
>k141_401 flag=1 multi=2.0000 len=347
>k141_333 flag=1 multi=4.0000 len=1079
>k141_4140 flag=1 multi=4.0000 len=749
>k141_402 flag=1 multi=1.0000 len=378
>k141_4141 flag=1 multi=3.0000 len=489
>k141_4142 flag=1 multi=2.0000 len=309
>k141_403 flag=1 multi=4.0000 len=726
>k141_334 flag=1 multi=4.0000 len=1659
>k141_404 flag=1 multi=3.0000 len=1094
>k141_4143 flag=1 multi=4.0000 len=1833
>k141_335 flag=1 multi=3.0000 len=868
>k141_4144 flag=1 multi=2.0000 len=320
>k141_405 flag=1 multi=3.0000 len=967
>k141_4145 flag=1 multi=3.0000 len=331
>k141_4146 flag=1 multi=4.0000 len=1086
>k141_406 flag=1 multi=5.0000 len=1468
>k141_336 flag=1 multi=3.0000 len=1954
>k141_4147 flag=1 multi=3.0000 len=708
>k141_407 flag=1 multi=4.0000 len=514
>k141_408 flag=1 multi=3.0000 len=396
>k141_2640 flag=1 multi=2.0000 len=429
>k141_280 flag=1 multi=3.0000 len=651
>k141_4639 flag=1 multi=3.0000 len=502
>k141_4640 flag=1 multi=2.0000 len=435
>k141_281 flag=1 multi=3.0000 len=581
>k141_2641 flag=1 multi=4.0000 len=700
>k141_282 flag=1 multi=3.0000 len=483
>k141_283 flag=1 multi=5.0000 len=529
>k141_284 flag=1 multi=2.0000 len=328
>k141_2642 flag=1 multi=3.0000 len=1339
>k141_4641 flag=1 multi=4.0000 len=1770
>k141_285 flag=1 multi=3.0000 len=719
>k141_2643 flag=1 multi=5.0000 len=950
>k141_286 flag=1 multi=1.0000 len=388
>k141_2644 flag=1 multi=2.0000 len=480
>k141_287 flag=1 multi=3.0000 len=518
>k141_2645 flag=1 multi=3.0000 len=573
>k141_4642 flag=1 multi=5.0000 len=1138
>k141_2646 flag=1 multi=3.0000 len=412
>k141_288 flag=1 multi=3.0000 len=590
>k141_4643 flag=1 multi=3.0000 len=342
>k141_2647 flag=1 multi=3.0000 len=370
>k141_4644 flag=1 multi=3.0000 len=432
>k141_2648 flag=1 multi=3.0000 len=813
>k141_4645 flag=1 multi=3.0000 len=565
>k141_2649 flag=1 multi=2.0000 len=440
>k141_289 flag=1 multi=4.0000 len=1062
>k141_2650 flag=1 multi=2.0000 len=549
>k141_4646 flag=1 multi=3.0000 len=587
>k141_4647 flag=1 multi=2.0000 len=444
>k141_2651 flag=1 multi=3.0000 len=827
>k141_2652 flag=0 multi=1.0000 len=480
>k141_290 flag=1 multi=5.0000 len=1280
>k141_2653 flag=1 multi=3.0000 len=508
>k141_2654 flag=1 multi=1.0000 len=681
>k141_4648 flag=1 multi=3.0000 len=1412
>k141_291 flag=1 multi=3.0000 len=873
>k141_2655 flag=1 multi=1.0000 len=479
>k141_292 flag=1 multi=3.0000 len=494
>k141_2656 flag=0 multi=1.0000 len=648
>k141_293 flag=1 multi=1.0000 len=883
>k141_2657 flag=1 multi=1.0000 len=675
>k141_4649 flag=1 multi=4.0000 len=1194
>k141_2658 flag=1 multi=2.0000 len=482
>k141_294 flag=1 multi=4.0000 len=553
>k141_2659 flag=1 multi=1.0000 len=405
>k141_295 flag=1 multi=5.0000 len=746
>k141_296 flag=1 multi=1.0000 len=309
>k141_4650 flag=1 multi=3.0000 len=1386
>k141_4651 flag=1 multi=2.0000 len=600
>k141_297 flag=1 multi=4.0000 len=1099
>k141_4652 flag=1 multi=3.0000 len=561
>k141_4653 flag=1 multi=3.0000 len=483
>k141_298 flag=1 multi=2.0000 len=524
>k141_2660 flag=1 multi=5.0000 len=2417
>k141_2661 flag=0 multi=1.8952 len=351
>k141_299 flag=1 multi=3.0000 len=641
>k141_300 flag=1 multi=3.0000 len=397
>k141_2662 flag=1 multi=1.0000 len=641
>k141_301 flag=1 multi=3.0000 len=352
>k141_2663 flag=1 multi=1.0000 len=555
>k141_302 flag=1 multi=2.0000 len=365
>k141_3720 flag=1 multi=3.0000 len=565
>k141_4884 flag=1 multi=3.0000 len=908
>k141_3560 flag=1 multi=1.0000 len=307
>k141_4885 flag=1 multi=1.0000 len=323
>k141_3721 flag=1 multi=3.0000 len=388
>k141_3561 flag=1 multi=4.0000 len=869
>k141_3562 flag=1 multi=1.0000 len=453
>k141_4886 flag=1 multi=3.0000 len=1215
>k141_3722 flag=1 multi=3.0000 len=1205
>k141_3723 flag=1 multi=3.0000 len=553
>k141_4887 flag=1 multi=3.0000 len=733
>k141_3563 flag=1 multi=3.0000 len=1196
>k141_4888 flag=1 multi=4.0000 len=1032
>k141_3564 flag=1 multi=3.0000 len=981
>k141_3724 flag=1 multi=5.0000 len=1650
>k141_4889 flag=1 multi=2.0000 len=660
>k141_3565 flag=1 multi=6.0000 len=1357
>k141_3566 flag=1 multi=3.0000 len=413
>k141_4890 flag=1 multi=5.0000 len=1481
>k141_4891 flag=1 multi=4.0000 len=703
>k141_3725 flag=1 multi=5.0000 len=2319
>k141_3567 flag=0 multi=1.0000 len=1164
>k141_4892 flag=1 multi=1.0000 len=905
>k141_3726 flag=1 multi=3.0000 len=930
>k141_4893 flag=1 multi=3.0000 len=514
>k141_4894 flag=1 multi=3.0000 len=303
>k141_4895 flag=1 multi=2.0000 len=414
>k141_3727 flag=1 multi=3.0000 len=673
>k141_3569 flag=1 multi=4.0000 len=1440
>k141_3728 flag=1 multi=3.0000 len=363
>k141_3729 flag=1 multi=2.0000 len=374
>k141_3570 flag=1 multi=3.0000 len=657
>k141_4896 flag=1 multi=3.0000 len=957
>k141_3730 flag=1 multi=2.0000 len=545
>k141_4897 flag=1 multi=2.0000 len=433
>k141_3571 flag=1 multi=1.0000 len=523
>k141_3731 flag=1 multi=3.0000 len=733
>k141_4898 flag=1 multi=2.0000 len=532
>k141_3732 flag=1 multi=1.0000 len=430
>k141_4899 flag=1 multi=1.0000 len=710
>k141_3572 flag=1 multi=4.0000 len=1358
>k141_4900 flag=1 multi=2.0000 len=435
>k141_3733 flag=1 multi=4.0000 len=946
>k141_3573 flag=1 multi=2.0000 len=350
>k141_3574 flag=1 multi=3.0000 len=1115
>k141_4901 flag=1 multi=3.0000 len=2416
>k141_3734 flag=1 multi=4.0000 len=2423
>k141_4902 flag=1 multi=2.0000 len=314
>k141_3575 flag=1 multi=4.0000 len=1735
>k141_3735 flag=1 multi=2.0000 len=494
>k141_3736 flag=1 multi=1.0000 len=553
>k141_3576 flag=1 multi=4.0000 len=597
>k141_4903 flag=1 multi=5.0000 len=1265
>k141_3737 flag=1 multi=2.0000 len=736
>k141_1640 flag=1 multi=2.0000 len=567
>k141_2770 flag=1 multi=4.0000 len=1170
>k141_1641 flag=1 multi=3.0000 len=462
>k141_2100 flag=1 multi=3.0000 len=1584
>k141_1642 flag=1 multi=2.0000 len=320
>k141_2101 flag=1 multi=3.0000 len=425
>k141_2102 flag=1 multi=3.0000 len=755
>k141_2103 flag=1 multi=2.0000 len=452
>k141_1643 flag=1 multi=3.0000 len=1311
>k141_2104 flag=1 multi=2.0000 len=557
>k141_2105 flag=1 multi=2.0000 len=336
>k141_2106 flag=1 multi=2.0000 len=419
>k141_2107 flag=1 multi=3.0000 len=490
>k141_2771 flag=1 multi=4.0000 len=3112
>k141_2108 flag=1 multi=3.0000 len=430
>k141_2772 flag=1 multi=3.0000 len=700
>k141_2109 flag=1 multi=5.0000 len=986
>k141_1644 flag=1 multi=5.0000 len=2530
>k141_2110 flag=1 multi=2.0000 len=438
>k141_2111 flag=1 multi=4.0000 len=478
>k141_2112 flag=1 multi=2.0000 len=613
>k141_2113 flag=1 multi=2.0000 len=335
>k141_1645 flag=1 multi=5.0000 len=1511
>k141_2773 flag=1 multi=3.0000 len=2245
>k141_2114 flag=1 multi=3.0000 len=600
>k141_2115 flag=1 multi=3.0000 len=391
>k141_2774 flag=1 multi=2.0000 len=834
>k141_2116 flag=1 multi=3.0000 len=596
>k141_1646 flag=1 multi=4.0000 len=1885
>k141_2775 flag=1 multi=4.0000 len=1193
>k141_2117 flag=1 multi=3.0000 len=1625
>k141_2776 flag=1 multi=3.0000 len=1023
>k141_1647 flag=1 multi=3.0000 len=1616
>k141_2777 flag=1 multi=2.0000 len=474
>k141_2118 flag=1 multi=5.0000 len=1064
>k141_2778 flag=1 multi=1.0000 len=624
>k141_2119 flag=1 multi=1.0000 len=424
>k141_2779 flag=1 multi=2.0000 len=345
>k141_1781 flag=1 multi=3.0000 len=885
>k141_2780 flag=1 multi=3.0000 len=364
>k141_2781 flag=1 multi=4.0000 len=414
>k141_1782 flag=1 multi=2.0000 len=568
>k141_2782 flag=1 multi=2.0000 len=389
>k141_1783 flag=1 multi=2.0000 len=655
>k141_2783 flag=1 multi=4.0000 len=781
>k141_2784 flag=1 multi=2.0000 len=355
>k141_2785 flag=1 multi=3.0000 len=792
>k141_1648 flag=1 multi=4.0000 len=3219
>k141_1784 flag=1 multi=3.0000 len=1940
>k141_1649 flag=1 multi=3.0000 len=702
>k141_2786 flag=1 multi=4.0000 len=831
>k141_2787 flag=1 multi=3.0000 len=477
>k141_1650 flag=1 multi=4.0000 len=810
>k141_1785 flag=0 multi=1.0000 len=1145
>k141_2720 flag=1 multi=3.0000 len=748
>k141_1520 flag=1 multi=3.0000 len=734
>k141_1787 flag=1 multi=3.0000 len=564
>k141_1521 flag=1 multi=4.0000 len=961
>k141_1788 flag=1 multi=4.0000 len=685
>k141_2721 flag=1 multi=5.0000 len=1345
>k141_1522 flag=1 multi=3.0000 len=604
>k141_3800 flag=1 multi=1.0000 len=311
>k141_2722 flag=1 multi=1.0000 len=746
>k141_3801 flag=1 multi=3.0000 len=841
>k141_2723 flag=1 multi=2.0000 len=392
>k141_2724 flag=1 multi=3.0000 len=306
>k141_1523 flag=1 multi=3.0000 len=1158
>k141_3802 flag=1 multi=3.0000 len=532
>k141_2725 flag=1 multi=3.0000 len=507
>k141_3803 flag=1 multi=1.0000 len=383
>k141_1524 flag=1 multi=3.0000 len=632
>k141_3804 flag=1 multi=2.0000 len=410
>k141_2726 flag=1 multi=3.0000 len=580
>k141_1525 flag=1 multi=3.0000 len=818
>k141_2727 flag=1 multi=2.0000 len=489
>k141_1526 flag=0 multi=1.0000 len=495
>k141_3805 flag=1 multi=2.0000 len=973
>k141_1527 flag=1 multi=3.0000 len=550
>k141_3806 flag=1 multi=2.0000 len=608
>k141_2728 flag=1 multi=3.0000 len=999
>k141_1528 flag=1 multi=3.0000 len=661
>k141_3807 flag=1 multi=1.0000 len=818
>k141_1529 flag=1 multi=3.0000 len=418
>k141_3808 flag=0 multi=1.0000 len=246
>k141_1530 flag=1 multi=3.0000 len=307
>k141_2729 flag=1 multi=3.0000 len=1048
>k141_3809 flag=1 multi=2.0000 len=498
>k141_1531 flag=1 multi=2.0000 len=603
>k141_2730 flag=1 multi=2.0000 len=744
>k141_1532 flag=1 multi=3.0000 len=394
>k141_3810 flag=1 multi=3.0000 len=701
>k141_2731 flag=1 multi=4.0000 len=632
>k141_3811 flag=1 multi=2.0000 len=499
>k141_1533 flag=1 multi=3.0000 len=885
>k141_2732 flag=1 multi=2.0000 len=355
>k141_1534 flag=1 multi=2.0000 len=396
>k141_3812 flag=1 multi=3.0000 len=553
>k141_2733 flag=1 multi=3.0000 len=546
>k141_1535 flag=1 multi=3.0000 len=394
>k141_3813 flag=1 multi=3.0000 len=512
>k141_3814 flag=1 multi=3.0000 len=463
>k141_1536 flag=1 multi=4.0000 len=788
>k141_2734 flag=1 multi=5.0000 len=946
>k141_3815 flag=0 multi=3.0000 len=508
>k141_2735 flag=1 multi=3.0000 len=314
>k141_2736 flag=1 multi=4.0000 len=1174
>k141_3816 flag=1 multi=3.0000 len=1365
>k141_2737 flag=1 multi=4.0000 len=395
>k141_3817 flag=1 multi=3.0000 len=345
>k141_1537 flag=1 multi=4.0000 len=2113
>k141_1538 flag=1 multi=2.0000 len=391
>k141_1539 flag=1 multi=4.0000 len=416
>k141_2738 flag=1 multi=3.0000 len=1073
>k141_2739 flag=1 multi=2.0000 len=363
>k141_1540 flag=1 multi=4.0000 len=621
>k141_3818 flag=1 multi=3.0000 len=1449
>k141_3819 flag=1 multi=3.0000 len=365
>k141_1541 flag=1 multi=4.0000 len=400
>k141_1542 flag=1 multi=1.0000 len=364
>k141_3820 flag=1 multi=6.0000 len=1219
>k141_2740 flag=1 multi=3.0000 len=1651
>k141_1543 flag=1 multi=3.0000 len=1265
>k141_2741 flag=1 multi=4.0000 len=578
>k141_1544 flag=1 multi=3.4254 len=543
>k141_2742 flag=1 multi=3.0000 len=314
>k141_1545 flag=1 multi=2.0000 len=546
>k141_1855 flag=1 multi=4.0000 len=1853
>k141_4990 flag=1 multi=4.0000 len=2629
>k141_4777 flag=1 multi=1.0000 len=708
>k141_1856 flag=1 multi=1.0000 len=395
>k141_4778 flag=1 multi=2.0000 len=373
>k141_1857 flag=1 multi=2.0000 len=696
>k141_4991 flag=1 multi=4.0000 len=1092
>k141_1858 flag=1 multi=4.0000 len=471
>k141_4992 flag=1 multi=2.0000 len=384
>k141_1859 flag=1 multi=3.0000 len=477
>k141_4779 flag=1 multi=3.0000 len=1390
>k141_4993 flag=1 multi=2.0000 len=613
>k141_4780 flag=1 multi=1.0000 len=605
>k141_4994 flag=1 multi=3.0000 len=572
>k141_4995 flag=1 multi=2.0000 len=331
>k141_1860 flag=1 multi=3.0000 len=986
>k141_1861 flag=1 multi=3.0000 len=385
>k141_4996 flag=1 multi=4.0000 len=608
>k141_4781 flag=1 multi=3.0000 len=974
>k141_4782 flag=1 multi=2.0000 len=402
>k141_4997 flag=1 multi=4.0000 len=477
>k141_4783 flag=1 multi=4.0000 len=819
>k141_1862 flag=1 multi=3.0000 len=1648
>k141_4784 flag=1 multi=5.0000 len=442
>k141_1863 flag=1 multi=4.0000 len=522
>k141_4785 flag=1 multi=4.0000 len=508
>k141_1864 flag=1 multi=2.0000 len=556
>k141_4998 flag=1 multi=4.0000 len=1869
>k141_4786 flag=1 multi=2.0000 len=699
>k141_3120 flag=1 multi=4.0000 len=1163
>k141_3121 flag=1 multi=3.0000 len=439
>k141_4999 flag=1 multi=3.0000 len=777
>k141_65 flag=1 multi=3.0000 len=817
>k141_3122 flag=1 multi=2.0000 len=612
>k141_5000 flag=1 multi=4.0000 len=499
>k141_66 flag=1 multi=3.0000 len=628
>k141_3123 flag=1 multi=2.0000 len=547
>k141_67 flag=1 multi=2.0000 len=439
>k141_68 flag=1 multi=2.0000 len=318
>k141_3124 flag=1 multi=3.0000 len=1118
>k141_5001 flag=1 multi=4.0000 len=1806
>k141_69 flag=1 multi=4.0000 len=1317
>k141_70 flag=1 multi=3.0000 len=374
>k141_5002 flag=1 multi=3.0000 len=724
>k141_71 flag=1 multi=4.0000 len=413
>k141_3125 flag=1 multi=4.0000 len=1577
>k141_5003 flag=1 multi=4.0000 len=698
>k141_5004 flag=1 multi=2.0000 len=309
>k141_72 flag=1 multi=3.0000 len=661
>k141_3126 flag=1 multi=2.0000 len=616
>k141_3127 flag=1 multi=3.0000 len=456
>k141_5005 flag=1 multi=6.0000 len=1158
>k141_73 flag=1 multi=4.0000 len=1376
>k141_74 flag=1 multi=3.0000 len=409
>k141_5006 flag=1 multi=3.0000 len=855
>k141_75 flag=1 multi=4.0000 len=338
>k141_76 flag=1 multi=3.0000 len=343
>k141_77 flag=1 multi=2.0000 len=335
>k141_5007 flag=1 multi=5.0000 len=860
>k141_3128 flag=1 multi=4.0000 len=2098
>k141_5008 flag=1 multi=3.0000 len=379
>k141_3129 flag=1 multi=2.0000 len=411
>k141_78 flag=1 multi=3.8882 len=1134
>k141_3130 flag=1 multi=4.0000 len=603
>k141_79 flag=1 multi=2.0000 len=389
>k141_5009 flag=1 multi=4.0000 len=953
>k141_3131 flag=1 multi=3.0000 len=474
>k141_939 flag=1 multi=4.0000 len=1369
>k141_940 flag=1 multi=2.0000 len=372
>k141_941 flag=1 multi=4.0000 len=612
>k141_2040 flag=1 multi=2.0000 len=783
>k141_3132 flag=1 multi=3.0000 len=1036
>k141_942 flag=1 multi=2.0000 len=516
>k141_2041 flag=1 multi=3.0000 len=724
>k141_943 flag=1 multi=3.0000 len=882
>k141_2042 flag=1 multi=3.0000 len=784
>k141_2043 flag=1 multi=2.0000 len=332
>k141_944 flag=1 multi=5.0000 len=558
>k141_2044 flag=1 multi=2.0000 len=333
>k141_945 flag=1 multi=2.0000 len=546
>k141_2880 flag=1 multi=4.0000 len=2937
>k141_3133 flag=1 multi=3.0000 len=2141
>k141_2881 flag=1 multi=4.0000 len=339
>k141_2882 flag=1 multi=3.0000 len=325
>k141_2883 flag=1 multi=1.0000 len=310
>k141_3134 flag=1 multi=3.0000 len=771
>k141_946 flag=1 multi=3.0000 len=1022
>k141_947 flag=1 multi=1.0000 len=469
